Código Órgão Superior	Nome Órgão Superior	Código Órgão	Nome Órgao	Código Unidade Gestora	Nome Unidade Gestora	Código Grupo Despesa	Nome Grupo Despesa	Código Elemento Despesa	Nome Elemento Despesa	Código Função	Nome Função	Código Subfunção	Nome Subfunção	Código Programa	Nome Programa	Código Ação	Nome Ação	Linguagem Cidadã	Código Favorecido	Nome Favorecido	Número Documento	Gestão Pagamento	Data Pagamento	Valor
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02885194000185	MOTIVO X - COMERCIO DE MERCADORIAS E SERVICOS EIRELI - EPP [MOTIVO X - MERCADORIAS E SERVICOS]	2017OB800499	00001	30/01/2017	121,11
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03160007000169	CALEVI MINERADORA E COMERCIO LTDA - EPP	2017OB800572	00001	31/01/2017	491,40
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	06091637000117	WR COMERCIAL DE ALIMENTOS E SERVICOS LTDA - ME [WR COMERCIAL DE ALIMENTOS E SERVICOS]	2017OB800137	00001	11/01/2017	50373,94
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07047183000140	IPQ TECNOLOGIA LTDA [IPQ TECNOLOGIA]	2017DF800095	00001	20/01/2017	2713,94
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07047183000140	IPQ TECNOLOGIA LTDA [IPQ TECNOLOGIA]	2017DF800096	00001	20/01/2017	613,34
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07047183000140	IPQ TECNOLOGIA LTDA [IPQ TECNOLOGIA]	2017DR800063	00001	20/01/2017	324,52
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07047183000140	IPQ TECNOLOGIA LTDA [IPQ TECNOLOGIA]	2017GP800021	00001	20/01/2017	713,94
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07047183000140	IPQ TECNOLOGIA LTDA [IPQ TECNOLOGIA]	2017OB800347	00001	20/01/2017	42026,48
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	09049833000111	VETMAX PRODUTOS AGROPECUARIOS EIRELI - EPP [VETMAX PRODUTOS AGROPECUARIOS]	2017OB800482	00001	27/01/2017	16277,80
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	09222369000113	DENTAL MARIA LTDA - ME	2017DF800117	00001	26/01/2017	1059,59
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	09222369000113	DENTAL MARIA LTDA - ME	2017OB800457	00001	26/01/2017	17053,04
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	10444444000170	GOIASMASTER COMERCIAL LTDA  - ME [GOIASMASTER COMERCIAL]	2017DF800036	00001	10/01/2017	32,42
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	10444444000170	GOIASMASTER COMERCIAL LTDA  - ME [GOIASMASTER COMERCIAL]	2017OB800122	00001	10/01/2017	521,74
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	11524093000170	BSB SOLUCOES COMERCIO DE PAPELARIA INFORMATICA MOVEIS LTDA [BSB SOLUCOES E COMERCIO]	2017OB800077	00001	05/01/2017	504,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	15330626000133	GJ COMERCIO DE GLP LTDA - ME [SUPERGAS]	2017OB800600	00001	31/01/2017	540,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16099194000164	ELETRODATA ENGENHARIA LTDA [E3 ENGENHARIA LTDA]	2017OB800474	00001	27/01/2017	58153,69
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	18120926000186	P H A COMERCIAL E TECNOLOGIA LTDA - ME	2017OB800003	00001	02/01/2017	13330,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	19600228000140	ARCANJOS COMERCIAL DE ALIMENTOS EIRELI - ME [ARCANJOS ALIMENTOS]	2017DF800004	00001	05/01/2017	4,21
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	19600228000140	ARCANJOS COMERCIAL DE ALIMENTOS EIRELI - ME [ARCANJOS ALIMENTOS]	2017OB800072	00001	05/01/2017	67,79
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	19614487000120	PAPELARIA ABRA COMERCIO, INFORMATICA E DISTRIBUIDORA EIRELI - ME [PAPELARIA ABRA]	2017OB800076	00001	05/01/2017	5244,01
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	20063556000134	AUTOLUK - COMERCIO DE PNEUMATICOS E PECAS LTDA - EPP	2017OB800073	00001	05/01/2017	29355,52
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	33498171000141	SAUDE COMERCIO DE PRODUTOS HOSPITALARES LTDA - EPP	2017OB800602	00001	31/01/2017	34549,35
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	54259411000559	NORITSU DO BRASIL LTDA	2017DF800106	00001	23/01/2017	101,20
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	54259411000559	NORITSU DO BRASIL LTDA	2017OB800375	00001	23/01/2017	1628,80
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	66944539000107	FERRAGENS SAO JUDAS LTDA - EPP [CASA DE FERRAGENS SAO JUDAS TADEU]	2017OB800483	00001	30/01/2017	713,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	30	Material de Consumo	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	85064228000106	RAJ IMPEX IMPORTACAO E COMERCIO EIRELI	2017OB800355	00001	20/01/2017	10730,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	121	Planejamento e Orçamento	2038	Democracia e Aperfeiçoamento da Gestão Pública	2E24	Formulação, Desenvolvimento e Capacitação para Participação Social	 	00352294000110	EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO [INFRAERO]	2017DF800009	00001	05/01/2017	1,95
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	121	Planejamento e Orçamento	2038	Democracia e Aperfeiçoamento da Gestão Pública	2E24	Formulação, Desenvolvimento e Capacitação para Participação Social	 	02012862000160	TAM LINHAS AEREAS S/A. [LATAM AIRLINES BRASIL]	2017DF800008	00001	05/01/2017	58,23
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	121	Planejamento e Orçamento	2038	Democracia e Aperfeiçoamento da Gestão Pública	2E24	Formulação, Desenvolvimento e Capacitação para Participação Social	 	24929614000110	MIRANDA TURISMO E REPRESENTACOES LTDA - EPP [AGM TURISMO]	2017OB800075	00001	05/01/2017	793,40
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00352294000110	EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO [INFRAERO]	2017DF800007	00001	05/01/2017	5,87
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00352294000110	EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO [INFRAERO]	2017DF800028	00001	09/01/2017	62,54
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00352294000110	EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO [INFRAERO]	2017DF800057	00001	16/01/2017	1,96
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02012862000160	TAM LINHAS AEREAS S/A. [LATAM AIRLINES BRASIL]	2017DF800026	00001	09/01/2017	981,60
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02575829000148	OCEANAIR LINHAS AEREAS S/A [AVIANCA]	2017DF800005	00001	05/01/2017	45,05
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02575829000148	OCEANAIR LINHAS AEREAS S/A [AVIANCA]	2017DF800024	00001	09/01/2017	635,84
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07575651000159	GOL LINHAS AEREAS S.A.	2017DF800006	00001	05/01/2017	106,51
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07575651000159	GOL LINHAS AEREAS S.A.	2017DF800027	00001	09/01/2017	412,25
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	07575651000159	GOL LINHAS AEREAS S.A.	2017DF800056	00001	16/01/2017	75,99
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	09296295000160	AZUL LINHAS AEREAS BRASILEIRAS S.A.	2017DF800025	00001	09/01/2017	163,69
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	10907486000108	FACIL TENDTUDO LTDA - ME [FACIL TENDTUDO]	2017DR800064	00001	20/01/2017	418,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	10907486000108	FACIL TENDTUDO LTDA - ME [FACIL TENDTUDO]	2017GP800022	00001	20/01/2017	275,88
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	10907486000108	FACIL TENDTUDO LTDA - ME [FACIL TENDTUDO]	2017OB800348	00001	20/01/2017	7666,12
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16670085000155	LOCALIZA RENT A CAR SA [LOCALIZA RENT A CAR]	2017DF800072	00001	17/01/2017	23984,18
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16670085000155	LOCALIZA RENT A CAR SA [LOCALIZA RENT A CAR]	2017DF800093	00001	20/01/2017	30596,99
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16670085000155	LOCALIZA RENT A CAR SA [LOCALIZA RENT A CAR]	2017DF800094	00001	20/01/2017	13039,32
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16670085000155	LOCALIZA RENT A CAR SA [LOCALIZA RENT A CAR]	2017DR800042	00001	17/01/2017	239,19
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	33	Passagens e Despesas com Locomoção	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	16670085000155	LOCALIZA RENT A CAR SA [LOCALIZA RENT A CAR]	2017DR800043	00001	17/01/2017	1925,17
